prod_xprod,rotulo_cliente,rotulo_ia
SPATZLI BDJ EP,84,4
SPERSE LARANJA LGG AMOSTRA,64,8
SPLASH JACARE,87,2
SPR ALC VVS,84,4
SPRUE CCAM MEDIO CNG LOTE TRIB FED TRIB EST ,87,4
SS,21,8
SS ADV IPRO,1,7
SS ADV IPRO LOTE,1,7
SS AGFAV FOCO IPRO BGKG LOTE,1,7
SS BJES IPRO,39,2
SS CACIL FPS LOTE OCB,27,3
SS GAUCHA VORAZ IPRO BGKG,12,8
SS GL SC,12,10
SS IPRO PN BAG CB,94,8
SS NK IPRO,12,8
SS NK IPRO LOTE,12,10
SS NS IPRO,12,10
SS NS IPRO FTD,12,10
SS NS IPRO FTD LOTE,12,10
SS NS IPRO FTD LOTE CSUZ,12,10
SS NS IPRO FTZE,12,10
SS NS IPRO LOTE,12,8
SS NS IPRO LOTE AUTO,12,10
SS NS IPRO LOTE CMBYS,12,10
SS NS IPRO LOTE CREZH,12,10
SS TILLY,12,10
SS TP RR COM,39,15
SS VNK NEW FAVE CORE,9,7
ST,48,2
ST FAIRFAX,12,10
ST LARANJA FLUOR,12,10
ST PRETO,44,8
ST RD BC STE,12,10
ST RT VD QUALY MULTI,12,10
ST SACA TRATADA,12,10
STAC VERDE LIMAO,38,10
STANDAK,42,8
STANDAK FR,42,8
STANDAK TOP,42,8
STANDAK TOP BR,38,4
STANDAK TOP LT,38,4
STARBUCKS ROSA ESTONADO,38,4
START KIT MITRIP LOTE FAB VAL,38,4
STBGF VERDE LIMAO,85,12
STBMC VERDE LIMAO,42,8
STBMF VERDE LIMAO,42,8
STBPF VERDE LIMAO,42,8
STD,38,4
STDR OS PCT,38,4
STE ODILE INSTAGRAM HOCANM,38,4
STHAC VERDE LIMAO,60,10
STIPRO TRTD ST,42,8
STNAC VERDE LIMAO,39,15
STNBPC VERDE LIMAO,64,8
STNBPF VERDE LIMAO,42,8
STNCA VERDE LIMAO,12,10
STORM ROXO,30,4
STPBPC VERDE LIMAO,39,10
STRAPPY LIMAO PECAS,38,4
STRATA,38,4
STRIDES,62,9
STRIDES LOTE,48,2
SUA CAPELINHA DE MELAO,85,7
SUCAS TILLY,62,8
SUITIA SINHA,12,8
SUL EM GRAO,0,7
SULTANN CAFE,0,12
SUMICO DO SANSAO CARLA EMANUELY,38,7
SUMICO DO SANSAO LORENZO,38,7
SUPER COMPOSTO SEM ALCOOL,39,8
SUPER RENDIMENTO STD BERINJELA,22,8
SUPERADE TANGERINA WEB SERIES,85,10
SUPERCOF VAN,9,3
SUPERCREPE VERDE LIMAO,64,9
SUPERNEUTRO FRUTA,64,9
SUPLEMENTO LINHA,64,9
SUPREMA,49,12
SUPREMA ULTIMINT,12,4
SURP ESP TURQ,44,8
SWEET COCO,32,7
SWEET JOY CAQUIVERMELHO CAQUI,21,8
SWEET PLUS SACO,21,3
SYNFLEX UN FAB VAL,48,8
TAAA SOBREMESA VERMELHO,64,11
TABIL ZIP POUCH,64,7
TAHITI,64,11
TAI AB,10,3
TAIL CONG,90,8
TAITI,87,2
TAKANAKATRAKA PACK,87,2
TAKOTROP,76,7
TALITA INDUSTRIAL,29,7
TAM ASIAN WELLNESS,64,4
TAM TERRAEAGUA BRZLNHO,39,4
TAM UN COR MIX QUANT,95,2
TAMANI BRS,38,7
TAMUN CORMIX,95,2
TANAURNAS,2,3
TANAURNAS GORDA KIT SIMPLES,70,8
TANZANIA,44,2
TAPA PEITO,44,2
TARBOX SG,44,2
TAREKINHO FINO SABOR,44,2
TARJAO INSTANTANEO,44,2
TARSILIA ROSA LIGHT,44,2
TARUMA,44,2
TBIO,44,2
TC DESERTO,44,2
TC LEZARD AMENDOA,61,7
TCHAU MIXIRICA,12,7
TCORES COLORADO EXTRA AN RII,61,2
TDXU TT,38,4
TEATRICAL LEIT MIC,19,3
TEM ESPECIAL AMERICAN GRIL,49,4
TEMPER,9,12
TEMPERADOS,38,10
TENDENCIA CM LARANJA,32,12
TENENTE MADRUGUEIRO OE,49,8
TENOR MOIDO UNIDADE,65,4
TENPERA FACIL KODILAR,82,7
TENSOLIFT SKIN MD,34,4
TENSOLIFT SKIN MD CLINICA VOLPE,9,2
TERMICAS FRIBOI,7,12
TERRA DIANTEIRO,19,10
TESSLER,84,4
TESTE BANANAJACARE,55,8
TESTEIRA MILNUTRI PROFUTURA,64,12
TETE TETE BEMMEQUER,9,7
TETE TETE ELO,21,2
TETE TETE FLORAL,33,3
TETE TETE GROUS,33,3
TETE TETE LAZIO MENTA,40,2
TETE TETE UNICORIO PARAGUAI,61,7
TETE TETE VINTAGE,61,7
TETEATETE,85,8
TETRA,49,4
TETRA PARK,63,15
TEXTO HORTIFRUTI CONGELADOS FRIOS ROTISSRIA,63,4
TG SILEMAR,63,4
THAYANA CMANGA VERDE EDEN,63,4
THR ORIGIN,63,4
THUYA AVICOLA SMOES ML,49,4
THYRSINFLORUM DENSIFLORUM,21,15
TIBENO KAKI,30,3
TIFFANY ELIZANDRA,47,3
TILA GARDEN,39,7
TIO SAM,95,3
TIPOEXTRA LARGE,62,7
TIRA TRASEIRO,73,8
TM BEM ME QUER PARA SEMPRE NO MEU CORACA,61,8
TM BEM ME QUER PARA SEMPRE NO MEU CORACAO,61,8
TM BEMMEQUER JUNTO MISTURADO,61,8
TM SANGRIA,85,7
TMP MAN,64,3
TMP TNQ SHIN JUNKUN,30,4
TODO ARGENTINA,42,8
TOKIO AMENDOA GREY,39,4
TOM,12,3
TOM BOMBADIL,49,15
TOM BRASIKON,49,15
TOM BRPRATISPIAL,40,8
TOM PINK SEM CONTROLE,94,8
TOM RASTEIRO,65,12
TOM SOB,61,8
TOM TUNDORA,61,3
TOMCAIA,85,7
TOMMY,49,7
TOMMY BLESSING,84,7
TOMMY CONFORTE PRETO,90,8
TOMMY HILF,90,7
TOMMY HILFIG,63,4
TOMMY HILFIGER,23,8
TOMMY TH,90,7
TOMY PRETO,90,8
TONGUE,90,8
TOP CANAS ROMA,87,7
TOP RESTITUIR CAULE,90,8
TOPCOM RECORTE,90,8
TOPPAN VISAO GREGO,42,8
TOQUE DA VIRGEM BY CARLA GEANE,23,8
TOQUE DA VIRGEM BY CARLA GEANE LANCAMENTOS,64,8
TORO PASO III CAFE NOVO ABA,90,12
TORO XJKBPZS TRES LAGOAS MS,61,12
TOROQPTTRES LAGOASMS,61,12
TORRAO FLAMBOYAN,61,8
TORRAO IPE BRANCO,61,8
TORUS BRANCA,62,2
TOTAL FOLHAS,69,4
TOTAL VIRGEM,33,15
TOUCH SLEEVE DISPNESER,33,15
TP DELINE UNTAR PARAGUA,65,9
TP ESTRELADO,87,7
TP MANGA ANGEL,87,4
TP SHEENA,61,3
TP ST ROXO TEMP SEM PIMENT,33,15
TP ST SIMP BCO,31,12
TP STE SIMP NATU,39,7
TP TRD SIMP,39,15
TP ZAELI PIM,61,4
TP ZAELI SPIM,62,8
TPG PROPO NOV DSL HIB,61,4
TPWU RA COR PONGFT LOTE,25,7
TR INT VERM,64,8
TR INTEGRAL MD TRIMMING,39,12
TR INTEGRAL MS,39,8
TR INTEGRAL TERCEIRO,39,8
TRAD AZUL,64,2
TRAD KURUUHDE,39,4
TRAD TEIXEIRA PACK,71,7
TRADICIONAL,21,7
TRADICIONAL LARANJA,41,10
TRADICIONAL MC,41,10
TRADICIONAL MINI,49,7
TRADICIONAL PJ BONIFICACAO,95,7
TRADICIONAL UN BRANCO,48,4
TRAJETO SOBE DESCE NOREA REPENDURA EVISERACAO,17,4
TRANCADINHO BCO CETIQ VERMELHA LIMIT,61,4
TRANSF ICMSST QUINZ AGOSTO,19,12
TRANSVERSAL FK PAPAYA,93,4
TRASEIRO,64,12
TRASEIRO ,94,2
TRASEIRO AMK,94,2
TRASEIRO BR,94,2
TRASEIRO BRANCO,94,2
TRASEIRO CENTRAL,94,2
TRASEIRO DO AEREO DT AVENA,64,2
TRASEIRO DT AMENDOLA,42,8
TRASEIRO DT BRANCO,94,2
TRASEIRO DT CANELA,94,2
TRASEIRO ESTRUTURA,64,2
TRASEIRO FO,87,2
TRASEIRO FOLHA,94,2
TRASEIRO FREQUENCIADO PRETO NEW,94,2
TRASEIRO GAV,94,2
TRASEIRO GAV CRU,94,2
TRASEIRO GAVET CRU,94,2
TRASEIRO MM,42,8
TRASEIRO NOG,94,2
TRASEIRO PEDRA,64,2
TRASEIROX,94,2
TRASLADO LARANJA PED NUMERACAO BN BN,94,2
TRATAMENTO DE SEMENTE,90,4
TRAZ UM LITRAO LT,71,3
TRENTON CAFE,94,2
TRES LAGOAS,61,4
TRES LAGOAS MS,94,2
TRES LAGOAS MS TRADICIONAL DISPONIBILIDADE DISPONIVEL EM DIAS UTEIS,40,8
TRES MARGARIDA,69,2
TRES UN PROM,69,2
TRIANGOLO AMERICANA MIMAMA,49,8
TRIANGULO DELLA VIDA,33,2
TRIBULUS OSTROVIT,64,9
TRICHOTROP,21,7
TRICOLOR MANGA,61,12
TRICORT RECORTE FINO,57,8
TRIDIUM PNR,88,7
TRIEDRO SS DV LEAO DA PRA LEVAR,62,7
TRIJ OCEAN BRANCOVERDE PERA BG,62,7
TRIJ OCEAN BRANCOVERDE PERA BP,90,8
TRIO CORACAO,21,12
TRIO DANI CREME,61,8
TRIO ING PR ZE,42,4
TRIO MORANGUINHO PRATA,61,8
TRIO RECORTE,61,8
TRITURADOS PE UNICA,71,2
TRIUMPH GALAXY,71,2
TROCADEVOL REF ITEM DA SERIE,61,4
TROCANDO EM MIUDOS,49,2
TROPA PELETIZA FACHOLI,84,3
TRULI LARANJA,64,8
TRUPONOL OST LIQ,32,4
TUBO SEMENTES CANO,84,12
TUDO PASSA VERMELHO,62,8
TUI DE,42,7
TULIPA,87,2
TULIPA CAFE TREINO,69,9
TULIPA DG,87,2
TULIPA NJHD,87,2
TULSI JASMINE,21,7
TW LON PROM,64,9
TXF,64,9
TXR NAT CRAZY CAFE CRAZY CAFE,64,4
TXSF MF STO MELSTO MEL,64,9
TXSFW PP DESTROY CAFE DESTROY CAFE,61,12
UBERE,15,2
UF CRAZY AMENDOA,73,7
UG CRIMSON,71,12
ULLA GOLDENBLACK,49,3
UM NOME INTEIRO DISPOSTO MONTARIA,39,7
UNACESS DE AAA,39,12
UND,37,8
UND OSCAR,42,8
UNHA,39,12
UNHA ADULTA,39,12
UNHA DE GATO SUPERIOR,39,12
UNHA FRESH START,84,12
UNHA FRUFRU CVM,13,12
UNHA GATO,39,12
UNHA TODA BELA,60,2
UNIAO INT,84,8
UNICA,42,8
UNIFLOC PELE,35,12
UNNIMELT MP PED,35,12
UNO HTJ CAMPO GRANDE,49,10
UNOI EM DESENVOLV INDUSTRIA,48,15
UNTA BOMBA,35,15
UNTA FORMA,19,15
UNTA FORMA GALAO,11,15
UNTA FORMA ORIGINAL,35,15
UNTA FORMA PRODUCAO,23,12
URBAN NOZESCAFE,12,4
USIPOL MISTO,83,7
USO CONSUMO ACOUGUE,71,12
UTAHGOLDEN,49,7
UTZ,95,8
VACA TVCA,62,9
VACUO,48,8
VACUO PRINCIPAL,62,4
VAL VACUO DIRECIO SPRAY,1,2
VALDEZ,87,7
VALE DA COCAMAR,84,7
VALIDADE RETROATIVA ACOUGUE,52,4
VANTSET,49,8
VAPIS MAIS ARTE ANO,40,8
VARI,6,12
VARICELL PHYTO,31,12
VASCAS DE FLV UN ALMOX UN,83,2
VAXXON SHS DS,38,8
VBLARANJACOMFLIPPRETO,30,10
VD MACA,30,10
VE AN,65,8
VE BECOME AN OMEGA TODAY,34,8
VE BURITI LARANJA,1,8
VE CRISTINA,61,7
VE MUSA,61,8
VE URBIRIA HG,62,7
VE VAISA HG,61,2
VE ZEFERINA HG,62,3
VE ZELINDA HG,62,3
VELHO INTEIRA,62,3
VELLE PRIVATE LABEL LIGHT,62,3
VEMAG PRETO,95,3
VENENO DA MADRUGADA,63,4
VER CN MT,49,9
VERDE ALECRIM,87,4
VERDE LIMAO,12,10
VERDE OLIVA SUAVECHAMP TRAN VERTZ,64,8
VERDE QUALY CREMOSA BICICLETA TN,33,8
VERDURA NAO COL VALORES,96,8
VERMELHO CEREJA,48,8
VERMELHO PEPPER GM BP,49,7
VERONA,30,4
VERONICA UNICA,41,8
VERRINE DE MANGA,32,15
VERRUSIGO,21,8
VERRUSIGO CAIXA,62,3
VERSATIL OL NE OLL,30,8
VERUS,30,8
VGM BETTA,5,15
VIEW LUNGO UNIT,94,4
VIGOR,70,9
VIGOR DA GARDêNIA,9,15
VIGOR FEMININO,31,4
VIGOR MASCULINO,95,15
VIGOR ZEUS,21,15
VIKING,0,15
VIKING KILOS,21,15
VIKING PROMOCAO,23,10
VINSOL PLUS LARANJA,23,10
VIP VIP,23,10
VIRG CORACAO COREANO,85,10
VIRGEM COLADA NAO ALCOOLICO,62,2
VIRGEM COLADA SEM ALCOOL,62,2
VITA PULMAO,20,15
VIVA ZAPATA,33,2
VIVAS,23,10
VIVI GUEDES VERM GG,85,2
VIVUS PENTA,73,4
VIZZELA BEM TOMATAO,5,10
VJ LARANJA,38,10
VL APROX TRIB DEVOL DE SUA DE REF OS NR SERIE,33,8
VLIGT,33,8
VM ZURI,85,7
VOLCANE LLOTE VAL,60,12
VOLL CAPS ELEGANCE GARDEN,38,8
VOLLUTO,33,9
VOLUMAX,61,4
VOLUMES DE MATERIA PRIMA ARTESANASATO,84,3
VOLUMOSO GRÃOS NANO,9,7
VRECORTES OMOM,49,2
VT DESIREE AMAR,61,7
VT ML,64,4
VTB MODELO MANGA,62,8
VTC MODELO MANGA,62,8
VTC RETO COM MANGA,62,8
VTD LONGO JARDINS,61,8
VTRES MARIAS BFA,61,7
WALFER FAZENDINHA MORANGO,32,3
WANDA ENDURE SLOW,32,8
WANDAMIX BP LARANJA FLAME,32,12
WANDAMIX BP ROXO SALVIA,33,4
WASHWASHAH ARABE,59,10
WAVE AMERICANA BRANCA,30,12
WHITEVD COMPANY,85,4
WHXPRESMT,62,4
WIDLEG JUSSARA,18,8
WIND SALVIA,39,4
WIZZY AMARELO UN,18,7
WIZZY BRANCO UN,18,4
WIZZY VERMELHO UN,73,4
WKZJPRESMT,39,7
WO PSL TROCADEVOL REF ITEM DA SERIE,49,12
WOBBLER SEM GLÚTEN SEM CONSERVANTESWOBBLER SEM GLÚTEN SEM CONSERVANTES,2,7
XANADU TAM,6,8
XANGAI BB CAFE,64,9
XAPISKINHO,32,4
XPADOR ML NATURAL ERVAS,21,11
XSPRET,61,4
XTETRA RBG,23,12
XX,49,4
XX NOVA,94,8
XX NOVA YVU,10,8
XX STE PRETO,84,2
XX SUB CATEGORIA GERAL GERAL,87,10
XX XX XX,44,9
XX YVU YVU,64,3
XXXXPROEQUI ORIGINAL,48,2
XXXXX ROT CH MARANDU,48,12
XXXXX ROT POL SA BOIBRAS,48,15
XXXXX ROT PP FC ABACAX,48,4
XXXXX ROT PP FC CASA DE CARNE BIG BEEF,48,2
XXXXX ROT PP FC LIMAO,48,8
XXXXX ROT PP FC MANGA,48,8
XXXXX ROT PP PT LAM MAMINHA,42,4
YAMATO OP,38,7
YAMATO SC IHARA,83,4
YARGILA,61,8
YES GIRL LARANJA,61,8
YESHUA LEAO,61,7
YESHUA LEAO PRETO,49,4
YOPRO FLYER,49,4
YOPRO GARGALHEIRA,62,15
YUKA FLOCO,72,2
ZAP FPRETOLAVELA,87,8
ZAPATA,87,8
ZAPATA DECORRENTE,38,8
ZARTAN,38,4
ZCORRY EM PO KELLI,3,8
ZEBRA LARANJA,30,7
ZEOTOP,34,4
ZETALABOR,6,12
ZINIA,6,12
ZINIA MD,71,12
ZURI,69,12
ZURI GRANDE,71,12
ZURIGOLD,49,3
10 KG RUMENFORT COMBATE,39,12
AB PAULISTA KG,71,7
AC LING ESPALMADA KG,87,7
AGITA 10 GR,71,2
ALFAZEMA AZUL 20 KG,87,2
ALTO GRAO SC 40 KG,87,2
ALTO GRAO SC 50 KG,87,2
AMPLEXUS 10 0 KG,62,12
APPROVE CX20KG 0 KG,94,4
ARUANA INCRUSTRADA10 KG,38,8
BOVEMIP 10X1 KG PNR PNR,70,2
BQC COCO DTG GR,30,10
BRIQFENO SACO DE 40 KG,71,2
BT GR 11 31 TRASEIRO,63,8
CAIXA 4 KIT LE PETIT TOM QUEST KG,94,8
CAM IMPORTADA GR KR 14,61,3
CARA 1A KG NAC,20,8
CARA KG REAL CG KG,49,4
CARA KG REAL CG UN,30,4
CARIBEU PANTANAL GR,90,9
CASCA DE OINUS GR,90,8
CASCA GR,64,9
CATUNI EMB KG FREY KG,9,12
CATUNI KG,33,7
CEFANOL 8X3 KG,87,15
CEFANOL CX 10X2KG 0 KG,87,15
CEFANOL CX 8X3 KG,87,15
COMPLETO COM PIMENTA 10X1X GR,6,10
COMPLETO ESPECIALCOM ACAFRAO 10X1X GR,49,12
COMPOSTO EM PO MOR KG,5,12
CORRECTMAX SACHES 10 GR,69,2
CRISPY MIX KG,39,4
CUBO ESPECIAL DE PRIMEIRA KG MEU MERCADO KG,96,7
CX XX BPPFX REF 11 PESO KG 20,49,12
DOUTORMAX GR CX C12UN,84,7
DT DENVER KG FILO ALIMENTOS KG,96,15
ECTROL MD PCT GR,49,7
ENERMAXHF 30 KG,62,4
EVENTRA 10 1 KG IMPORT,3,8
FARDO GRANEL CRIOULA 1X3 KG,48,9
FBC COMPOSTO 1 KG,38,8
FBC COMPOSTO 25 KG,67,7
FEL SD 1 81 KG PD,44,3
FICAM VC 10X15G 10X15 GR,1,4
FIL MEIO DAS ASAS BELLO GR 68X0 07,61,4
FIPROMIX KG,34,10
FJ PEDRIALLI PCT 1 KG,38,2
FJ PEDRIALLI PCT 2 KG,38,2
FJ PRETO EM GRANEL KG,38,2
FLEUR SILVESTRE 17 CX 12 1 KG,7,10
FORMULA ADULTO 7 KG,49,11
GR DEPARA INTEIRA,44,8
GR MIRARACK IPANEMA IPE,39,8
HALAWI KAMAL 2 KG CORTADA,7,8
HARMONIX KG PRODUCAO ACOUGUE KG,95,8
HF CARA KG,84,7
HIDRALI LARANJA 4 SACHES 27 GR,33,2
JAVA SP SC 5 KG,95,2
KAPSEL 5 CANA 0 KG,63,8
KERRYLAC 25 KG ARTESANAL,61,2
KINO KG EMB SANTA RITA KG,87,8
KIXKI NACIONAL C10 KG,48,8
KUMULUS DF 1X25 KG BR,2,3
LALSIL CANA GR,49,3
LB PINTADO BRANCO 2 02 KG,30,12
MARIA ROSA EMBALADA OURO FRIG KG,63,4
MARICOTA KG,49,4
MASTERFIX SOJA TURFOSO GR,6,12
MASTISIGO PCT GR CX18,62,12
MATERIA PRIMA SOBREMESA KG,6,8
MIX ARB ESSENCIAL BAG 1 KG,49,2
MIX LIEGE TWK CX 10X0 KG,87,2
MP HARMONIX KG PRODUCAO ACOUGUE UN,12,7
MP PM MILTIMIX INDUSTRIAL KG,49,2
MP RETALHO KG PRODUCAO UN,31,4
MP UNTA FORMA KG,8,4
MPP UNTAFORMA UNTAMAX KG,49,8
NUFURON ALLY CX X10 GR 0 KG,33,8
ORGANICA ENTERICO CX 16UN 6 4 KG,33,15
PANTANAL GR,90,2
PATA NEGRA 20 KG,76,3
PESS IMP ESP 8 KG,49,12
PETIT GEAUT 80 GR,85,2
PETIT GR,90,10
PLENO 20 KG PLENO 20 KG,39,1
POLIGOLD FC ABATE 20 KG 20 KG,6,8
PONKA KG,94,7
PROG SF GR,60,3
QA AMORANGADO GR,63,8
QA MASTER CHEF QUALITA CONG KG,84,3
RALAD GR GOLFOIMPORT,67,2
RE SOBREMESA KG RESTAURANTE KG,84,8
RECONIL 1X25 KG,30,15
RECORTE KG,38,10
RETALHO 1 KG,87,15
RETALHO KG,73,2
RETALHO MISTO 25 KG RETALHO MISTO 25 KG,63,2
RETALHO PACOTE RETALHO MISTO PACOTE 1 KG,52,2
ROMA KG,12,8
RT BA GR DIANTEIRO,49,3
RT BA GR DIANTEIRO RWG0A27,34,4
RT BA GR DIANTEIRO RWG0A33,63,8
RT GR CS DIANTEIRO,95,8
RT GR EE DIANTEIRO,34,2
RT GR EE TRASEIRO,96,7
SANTO ANTONIO GR TRADICIONAL LOTE,49,15
SAO ROQUE GR EXTRA SUAVE,49,15
SAO ROQUE GR TRADICIONAL,49,15
SAO ROQUE GR TRADICIONAL LOTE 02 24X1,58,15
SAP SABOR MARACUJA 1 KG,39,15
SAQUINHO NATA 0 KG,95,4
SEM MIX RX SC 25 KG RAIX,49,12
SEM RX SC 25 KG,83,8
SETE SANGRIAS 10 KG,49,4
SITIO DA CACHOEIRINHA GRAO 1 KG,58,7
SJ MIPROP5 5 TOP BS BAG KG,84,12
SOBREMESA GEL COLORIDA KG,39,4
SOBREMESA KG,21,4
SOBREMESA KG REST,21,4
SOBREMESA KG SEG SEXTA,22,4
SOBREMESA SEGUNDA SEXTA KG,49,4
SOLUFARM BAC 15 KG,19,4
SOLUTION GR UNID,21,4
SUPREMA SILVESTRE GOLD 5 KG,49,12
TEMP GAUCHO KG,61,3
TOMMY BABY KG,84,7
TOMMY ORIG 8 KG,90,8
TRADICIONAL 20 PCT GR,96,4
UNTA FORMA DESMOLDANTE KG MATERIA PRIMA DIVERSOS KG,83,3
UNTA FORMA DESMOLDANTE KG MATERIA PRIMA DIVERSOS UN,32,2
UNTA FORMA KG MATERIA PRIMA DIVERSOS KG,60,8
UNTA FORMA KG RECEITADESMOLDANTE DIVERSOS KG,4,15
UREMAX 30 KG 04 SCS LOTE CG 06 SACOS LOTE CG,21,12
VITA AMARELA 10X GRS 05 KG,22,15
VITTAMAX CLASSIC 25 KG LOTECB QUANTIDADE LOTECB QUANTIDADE 42 LOTECB QUANTIDA,23,9
WELT 5 CANA 0 KG,61,12
