prod_xprod,rotulo_cliente,rotulo_ia,capitulo_correto,explicacao
FIGUEIRA,8,8.0,8,IA: FIGUEIRA é fruta.
MEIN KAMPF,8,49.0,49.0,IA: Livro
COCOPURE GENGLIMAO18G,8,21.0,21.0,"IA: Produto processado, similar a geleia."
LONG 200511 - P - CAQUI,8,61.0,08,CLIENTE: Produto é fruta.
PERA MANCA BRANCO 2019,8,22.0,08,CLIENTE: Pera é fruta.
MORDEIRO LEAO LARANJA/AMARELO,8,95.0,95,IA: Brinquedo
ISPIRAZIONE ROMA,8,,8,CLIENTE: Produto provavelmente fruta
ALIAN K1130 SUAVIDADE PASSA FACIL 500 ML,8,34.0,34,IA: Produto químico para suavizar tecidos
PELES FRESCAS DE BOVINO (264 UN),8,41.0,01,IA | Peles frescas são produtos animais
RAFITTHY 28.01106A CASTANHA,8,42.0,42.0,IA: Produto similar a artigos de madeira.
CASTANHA 7I34 50T,8,8.0,8,CLIENTE: Castanha é classificada como fruta.
COROA PINHAO 8X41,8,87.0,87,IA: Coroas de pinhão são peças mecânicas.
PERA INSUFLADORA P/BURETA C/RABICHO,8,40.0,8,CLIENTE: Pera é fruta.
PINHAO DA RE 183040 ATC,8,84.0,84,IA: Peça de máquina
POLARAX MORANGO SOLUCAO 100ML,8,30.0,30,IA: Solução é classificada como produto químico
CASTANHA DA INDIA,8,8.0,8,IA: CASTANHA DA INDIA é fruto
MANGA,8,8.0,08,IA | MANGA É FRUTA
BANANA BA-804-12942  DZ,8,8.0,08,IA | CLIENTE: Banana é fruta.
LIFE LARANJA 4L,8,8.0,20,IA | Bebida não alcoólica
FRUTAS E VERDURAS FEIRINHA,8,8.0,8,IA: Descrição indica frutas.
CASTANHA DA INDIA 30 CASPSULAS AMAZON,8,21.0,21.0,"IA: Produto processado, similar a farmacêutico"
ORAÇÕES MUDAM HISTÓRIAS...(LARANJA),8,49.0,49,"IA: Livro, não fruta"
MANGA LONGA LACINHOS,8,61.0,61,IA: Produto é vestuário.
MANGA - IMAGINE E CRIE: VERDE,8,8.0,8,IA: Manga é fruta.
MANGA - ONE PIECE 3 EM 1 - 04 - NOVO/LACRADO,8,49.0,49,IA: Manga é produto cultural
CABECA DE MANGA CABERAF FAZZOLIN 2 REGAIS E REF. CE BR UNICO,8,84.0,84,IA: Cabeça de manga é ferramenta
LARANJA POWERSOLV FF,8,8.0,8,IA: Produto derivado de laranja.
COROA PINHAO 10X41 BRAS.,8,87.0,87,IA: Coroas de pinhão são peças mecânicas.
TOMATINHO CEREJA,8,7.0,08,CLIENTE: Tomatinho cereja é fruta.
ESSENC CERIESER & AVELA NT 177 50ML,8,33.0,33.0,"IA: Produto aromático, provavelmente essência."
BR MORANGO RESINA B112733,8,39.0,39.0,IA: Resina indica produto químico
"10 ESCALDA PES NATURAL PARA BRINDES E PRESENTES EVENTOS ENVIO EM 24 HORAS AZUL/LAVANDA-CAMOMILA,1X (10 UNIDADES)",9,33.0,33,IA: Produto aromatizador
FOLHA AKI PAREDE G - LOURO,9,44.0,44,IA: Folha de parede é produto de madeira.
COMPOSTO CIRCULATORIO (CHA),9,9.0,9,IA | Produto se encaixa na descrição do capítulo
MELISSA (CHA),9,9.0,9,IA: Produto classificado como chá.
"CAFE RIO BRILHANTE 199G 290X225 (0,012MM / P/ MET. / REVISAO)",9,9.0,09,IA | Produto é café.
CRAVO E CANELA - INCENSO INDIANO TAJ,9,33.0,33,IA: Incensos são produtos perfumados
DELONGHI MAGNIFICA MAQUINA DE CAFE ESPRESSO ECAM 22.110B 220V,9,84.0,84,IA: Máquina de café é eletrodoméstico
CONDIM.FA CAMOMILA/15,9,12.0,9,CLIENTE: Condimentos são classificados em capítulo 9
SALVIA BRANCA BASTAO GRANDE,9,12.0,12,IA: Salvia é uma planta aromática
ADAPTADOR DE CAPSULAS TRES CORACOES PARA SUA DOLCE GUSTO,9,39.0,9,CLIENTE: Adaptador para máquina de café
KIT MATE E TERERE CUIA BOMBA MOLA STANLEY VERDE ORIGINAL,9,69.0,9,CLIENTE: Produto contém mate.
- CHA-33 BANDANA WY40,9,62.0,9,CLIENTE: Produto descrito como chá.
CRAVO HARD ROCK (VINHO),9,22.0,22,IA: Vinho classificado na NCM 22.04
235-WOBBLER - COMBO:  CAFE ESPRESSO/COADO + DONUTS - CAFE,9,21.0,9,CLIENTE: Produto contém café.
CAFE COM JESUS,9,9.0,9,IA: Produto se encaixa na descrição do capítulo 9.
LONG SLEEVE KNIT TOP W1:VERMELHO:P,9,61.0,61,IA: Produto de vestuário.
"VENENO DA MADRUGADA, O - A MA HORA",9,49.0,30,IA | Produto químico orgânico
CAIXA DE PRODUTOS PARA TERERE ARTESANAL,9,44.0,9,CLIENTE: Produto para preparo de bebida
ORIGIN CARBON 05,9,,9,CLIENTE: Produto se encaixa na categoria de especiarias.
SALVIA BRANCA - INCENSO CASCATA GOLOKA,9,33.0,33,IA: Incenso é classificado como produto perfumista
PORTA ANIS ESTRELADO 60G - ESPECIARIA DRINK,9,9.0,9,IA | Especiaria utilizada em bebidas
EMBALAGENS ERVA MATE 500 GR F 32 - 56X75 JADE,9,48.0,9,CLIENTE: Embalagens de ervas mate
CAFE TANGERINN - BIBLIOTECA AZUL,9,9.0,09,IA | CAFE TANGERINN indica café
CAPSULA MACRO,9,30.0,30,IA: Cápsula macro indica medicamento
ESS. ERVA DOCE,9,9.0,09,IA | Correspondência direta
INC. CLOVE CANELA CX 25 PCT 7 VAR. P/ PCT LOTE BRZ088,9,9.0,09,IA | Especiarias são classificadas no capítulo 09
GREEN LINE CHA,9,9.0,09,IA | Correspondência direta com descrição
"CAFE FLOR DA SERRA 500G 350X290 (0,012MM / P/ MET. / REVISAO)",9,9.0,09,IA | Produto é café.
AKAFLOOR SOFT - PANTANAL MATE,9,44.0,44,IA: Produto similar a revestimentos
CHA DE BEBE CARRINHO AZUL,9,95.0,9,IA |  Produto condiz com a descrição do capítulo
CURCUMA,9,9.0,09,IA | A curcuma é uma especiaria.
ALTO GRAO COAMO 38% BAG/900KG,9,9.0,9,IA | CLIENTE: Produto de café
LEAO CHA VIT LARCE 10,9,9.0,9,IA | Produto é chá.
CAMOMILA PO MATRICARIA RECUTITA,9,9.0,9,IA | Correspondência direta com capítulo de especiarias
STARBUCKS - ROSA ESTONADO,9,21.0,21.0,IA: Bebida preparada com sabor artificial
CAFE COMPLETO,9,9.0,09,IA: Café completo se enquadra em capítulo de café
TERERE NACIONAL C/500G COR-AZUL BIC,9,9.0,9,IA |  Produto é um tipo de chá
CAIXA CHA MINI Z35280-4,9,48.0,9,CLIENTE: Produto se encaixa na descrição do capítulo.
TERERE INF. METAL ARGOLINHA COLOR CX KOKO JR,9,73.0,9,CLIENTE: Produto é um infusor de chá.
ESPRESSO,9,9.0,09,IA |  Espresso é derivado do café.
CANELA 6 CENTIMETROS INTEIRA 1KG,9,9.0,9,IA | Especiaria comum
TERERE FLORK,9,9.0,09,IA: Terere é uma bebida à base de ervas.
ARTEMISIA DESIDRATADA CHA PREMIUM 100GR,9,9.0,9,IA | Correspondência direta com o capítulo
ALECRIM DESIDRATADA 6G KITANO,9,9.0,09,IA | Especiaria desidratada
P/ CAPSULAS NESPRESSO ROSE GOLD,9,73.0,9,CLIENTE: Produto para café.
CONDIMENTO FA 20G CHINICHURRI FA UN,9,9.0,9,IA | Condimentos são especiarias
BANDEJAMESINHA PARA SERVIR CAFE DA MANHAREFEICAO COM PEZINHO GRAOS CAFE ESCURA,9,44.0,9,CLIENTE: Produto contém café.
COMPOSTO DA BABILONIA EXTRATO CONCENTRADO NATURAL CHA 100ML,9,9.0,9,IA | Produto é extrato concentrado de chá.
CRAVO SB5 - DERBY,9,9.0,9,IA |  Produto condimentador.
CRAVO E CANELA - INCENSO NIRVANA,9,33.0,33,IA: Incensos são produtos perfumados.
CHA DE NO DE CACHORRO - HETEROPTERIS APHRODISIACA O.M. - 100G,9,9.0,9,IA | Produto se enquadra na definição de chá.
ALFAZEMA NEW BELL 1 L,9,33.0,33.0,IA: Alfazema é uma erva aromática
DISPLAY LOR CAPSULA ALUMINIO OBRA PRIMA EM SABOR,9,70.0,9,CLIENTE: Display indica produto alimentício
CURCUMA E PIPERINA 1 UNIDADE,9,9.0,9,IA | A curcuma é uma especiaria.
CRAVO PARA FERRADURA - 25 UNIDADES,9,73.0,73.0,IA: Cravo é peça de metal para ferradura.
225UN CAPSULAS EXCIPIENTE,9,30.0,30,IA: Excipiente indica produto farmacêutico
CURCUMA,9,9.0,09,IA | A curcuma é uma especiaria.
MESTICO  PAPRICA /MESTICO CHICLETE ID PRODUTO = 186546,9,17.0,17,IA: Mestico é classificado como doce
BARISTA (A4) (COR) - ISBN: 0000000000000,9,9.0,9,IA | CLIENTE: Produto encaixa na categoria de livros.
"FORMULA C/PICOLINATO CROMO 50MCGMAGNESIO DIMALAT 200MGEXTRATO CHA VERD 250MGMACA PERUANA (LE 1000MGCOMPLEXO B COMPL 0,03",9,21.0,21.0,IA: Fórmula contém nutrientes
SACHE FLOR DE LARANJEIRA,9,9.0,9,IA | Flor de laranjeira é especiaria
BRONCOS CAFE 41,9,9.0,9,IA |  Produto classificado como café.
CHA BRANCO REFRESCANTE BZ - ONU: 3082 - CL.RISCO: 9 - N.RISCO: 90 - G.EMB: III,9,9.0,09,IA | Produto classificado como chá.
CHAVPCLEF 122K FLY PAPRIKA,9,85.0,9,CLIENTE: Produto condimentado.
MOEDOR BR SPICES MIX ESPANHOL & PAELLA 90G,9,9.0,9,IA | Especiarias em mistura
"CAFE NOVO MILENIO 250G 350X215 (0,020MM / P/ MET. / REVISAO)",9,9.0,09,IA | Produto é café.
CAPSULA 3 CORACAO CAFE EXPRESSO,9,9.0,9,IA | Correspondência direta com capítulo de café
3538KIT MATERNIDADE LEAO RN-P BLOOMS,9,61.0,9,CLIENTE: Produto de maternidade
CAIXA CHA 3 CORACOES 24X10X9,9,48.0,48,IA: Caixa de chá é embalgem
ESSENCIA PURA ALECRIM 20ML,9,33.0,33.0,IA: Essencial de alecrim é produto químico
CAFE PRONTO GARRAFA DESC 1 L,9,22.0,22,IA: Produto pronto para consumo
BK FLAVOR CAFE 30ML,9,33.0,21,"IA |  Produto aromatizado, possivelmente bebida"
IMPRESSO CURCUMA PREMIUM 600ML VERSO GHEE,9,21.0,21.0,IA: Produto derivado de especiaria
ESS NEW CAFE EM GRAO 4355 50ML,9,9.0,9,IA | Produto é café em grão.
CRAVO VERDE C/12,9,9.0,09,IA | Especiaria comum
CAFE COMPLETO,9,9.0,09,IA: Café completo se enquadra em capítulo de café
AND208K - CAFE - N.39,9,9.0,9,IA | Produto é café.
CAMOMILA 20GR,9,9.0,9,IA | Correspondência direta com o capítulo
MAYBELLI BAT CLR SENCAL MATE 407,9,33.0,33,IA: Produto classificado como tinta.
CX. TERERE OUROPY 500 G COLOSSUS ICE BREAKERS,9,9.0,9,IA: Produto classificado como chá
"CAFE TREVIZANI TRADICIONAL 500G 350X290 (0,012MM / P/ MET. / REVISAO)",9,9.0,09,IA | Produto é café tradicional
CURCUMA KG,9,9.0,09,IA | A curcuma é uma especiaria.
CAMOMILA 1 KG,9,9.0,09,IA | Correspondência direta com o capítulo
CHA AROMA SAL AMONIACO 100GR,9,9.0,9,IA | CLIENTE: Chá aromatizado
ERVA BRAVA,9,12.0,9,CLIENTE: Erva-brava é especiaria.
ESSENC. CRAVO & CANELA 149,9,33.0,9,CLIENTE: Essencial de cravo e canela é especiaria.
DAKOTA BOTA FEM C/CURTO D0432 37 RISTRETTO RISTRETTO RISTRETTO,9,64.0,64,IA: Produto é calçado.
MANDIERVAS CHA BRANCO 10G,9,9.0,9,IA | Produto é chá branco.
SUPORTE PRETO PARA CAPSULA DE CAFE SUPORTA ATE 24 CAPSULAS REF.SCAP002PT HAUSKRAFT,9,73.0,9,CLIENTE: Produto relacionado a café.
TERERE DTR030,9,9.0,9,IA |  Produto se encaixa na descrição do capítulo
CAFE CONTINENTAL,9,9.0,09,IA | CAFE CONTINENTAL PERTENCE AO CAPÍTULO DE CAFÉ
CAMOMILA 01 KILO,9,9.0,09,IA | CLIENTE: Camomila é um chá
CHA KELLI CHAPEU DE COURO 20G,9,9.0,65,IA | Produto é um chapéu de couro.
MOEDOR DE PIMENTA DO REINO EM GRAO OU SAL GROSSO MADEIRA 15 CM,9,44.0,82,IA | Moedor é utensílio de cozinha
"POTE G 1,5 L (ERVA MATE)",9,39.0,9,CLIENTE: Pote de erva-mate se enquadra em capítulo 9.
CURCUMA,9,9.0,09,IA | A curcuma é uma especiaria.
